gene_id,gene_symbol,GNN Score,tier,evidence_count,pmids,first_pub_year,Tissue,titles,abstracts
ENSG00000187531,SIRT7,0.31807038,weak,1,33558457,2021,Heart,Ketogenic diets inhibit mitochondrial biogenesis and induce cardiac fibrosis.,"In addition to their use in relieving the symptoms of various diseases, ketogenic diets (KDs) have also been adopted by healthy individuals to prevent being overweight. Herein, we reported that prolonged KD exposure induced cardiac fibrosis. In rats, KD or frequent deep fasting decreased mitochondrial biogenesis, reduced cell respiration, and increased cardiomyocyte apoptosis and cardiac fibrosis. Mechanistically, increased levels of the ketone body beta-hydroxybutyrate (beta-OHB), an HDAC2 inhibitor, promoted histone acetylation of the Sirt7 promoter and activated Sirt7 transcription. This in turn inhibited the transcription of mitochondrial ribosome-encoding genes and mitochondrial biogenesis, leading to cardiomyocyte apoptosis and cardiac fibrosis. Exogenous beta-OHB administration mimicked the effects of a KD in rats. Notably, increased beta-OHB levels and SIRT7 expression, decreased mitochondrial biogenesis, and increased cardiac fibrosis were detected in human atrial fibrillation heart tissues. Our results highlighted the unknown detrimental effects of KDs and provided insights into strategies for preventing cardiac fibrosis in patients for whom KDs are medically necessary."
ENSG00000064651,SLC12A2,0.2777144,weak,1,15677509,2005,Brain/CNS; Spinal cord,Bumetanide reduces cerebral edema formation in rats with diabetic ketoacidosis.,"The mechanisms responsible for cerebral edema formation in diabetic ketoacidosis (DKA) are not well understood, although evidence suggests ischemia as a contributing factor. Previous studies have shown that the Na-K-Cl cotransporter of cerebral microvascular endothelial cells and astrocytes is a major participant in ischemia-induced cerebral edema in stroke. The present study was conducted to test the hypothesis that the Na-K-Cl cotransporter also contributes to cerebral edema in DKA. Sprague-Dawley rats were administered streptozotocin to induce DKA, and then cerebral edema was assessed by determination of apparent diffusion coefficients (ADC) with magnetic resonance diffusion-weighted imaging. Cerebral ADC values in DKA rats were significantly reduced in both cortex and striatum compared with non-DKA control rats, indicating the presence of cerebral edema. Intravenous administration of bumetanide to DKA rats abolished the drop in cortical ADC values, while having no significant effect in the striatum. Insulin and saline treatment had no effect when given after bumetanide but increased both cortical and striatal ADC values when given before bumetanide. Evidence is also presented here that acetoacetate and beta-hydroxybutyrate stimulate brain microvascular Na-K-Cl cotransporter activity. These findings suggest that the Na-K-Cl cotransporter contributes to brain edema in DKA."
ENSG00000155380,SLC16A1,0.6323072,weak,2,36533180;40370303,2022,Blood; Brain/CNS; Heart; Liver,"Effect of beta-hydroxybutyrate on behavioral alterations, molecular and morphological changes in CNS of multiple sclerosis mouse model.;Environmental enrichment promotes functional recovery from stroke via enhancing neuroplasticity through the action of beta-HB.","Multiple sclerosis (MS) is a chronic inflammatory and degenerative disease of central nervous system (CNS). Aging is the most significant risk factor for the progression of MS. Dietary modulation (such as ketogenic diet) and caloric restriction, can increase ketone bodies, especially beta-hydroxybutyrate (BHB). Increased BHB has been reported to prevent or improve age-related disease. The present studies were performed to understand the therapeutic effect and potential mechanisms of exogenous BHB in cuprizone (CPZ)-induced demyelinating model. In this study, a continuous 35 days CPZ mouse model with or without BHB was established. The changes of behavior function, pathological hallmarks of CPZ, and intracellular signal pathways in mice were detected by Open feld test, Morris water maze, RT-PCR, immuno-histochemistry, and western blot. The results showed that BHB treatment improved behavioral performance, prevented myelin loss, decreased the activation of astrocyte as well as microglia, and up-regulated the neurotrophin brain-derived neurotrophic factor in both the corpus callosum and hippocampus. Meanwhile, BHB treatment increased the number of MCT1(+) cells and APC(+) oligodendrocytes. Furthermore, the treatment decreased the expression of HDAC3, PARP1, AIF and TRPA1 which is related to oligodendrocyte (OL) apoptosis in the corpus callosum, accompanied by increased expression of TrkB. This leads to an increased density of doublecortin (DCX)(+) neuronal precursor cells and mature NeuN(+) neuronal cells in the hippocampus. As a result, BHB treatment effectively promotes the generation of PDGF-Ra(+) (oligodendrocyte precursor cells, OPCs), Sox2(+) cells and GFAP(+) (astrocytes), and decreased the production of GFAP(+) TRAP1(+) cells, and Oligo2(+) TRAP1(+) cells in the corpus callosum of mouse brain. Thus, our results demonstrate that BHB treatment efficiently supports OPC differentiation and decreases the OLs apoptosis in CPZ-intoxicated mice, partly by down-regulating the expression of TRPA1 and PARP, which is associated with the inhibition of the p38-MAPK/JNK/JUN pathway and the activation of ERK1/2, PI3K/AKT/mTOR signaling, supporting BHB treatment adjunctive nutritional therapy for the treatment of chronic demyelinating diseases, such as multiple sclerosis (MS).;Stroke is a leading cause of adult disability worldwide, unfortunately, no drugs are clinically available to promote functional recovery after stroke. Although animal environmental enrichment is a recognized paradigm for promoting stroke repair, elusive mechanisms hinder its clinical translation. Here, we show that beta-hydroxybutyrate (beta-HB) level in the peri-infarct cortex is upregulated after environmental enrichment (EE) exposure. Importantly, exogenous supplementation of beta-HB promotes functional recovery to a similar extent as EE exposure. Moreover, the beneficial effects of EE on stroke recovery, including functional recovery, neuroplasticity-related proteins upregulation, and structural and functional plasticity enhancement, are abolished by beta-HB transporter inhibitor, AR-C155858. Intriguingly, supplementation with (R)-3-hydroxybutyl (R)-beta-HB, a ketone ester (KE), substantially increases beta-HB level and lessens motor functional impairments. Together, our findings indicate that beta-HB is a critical substrate for EE-mediated stroke recovery and supplementation with beta-HB monoester drinks may serve as a novel strategy to translate EE from bench to bedside."
ENSG00000079215,SLC1A3,0.51804554,weak,1,39179164,2024,Brain/CNS,beta-Hydroxybutyrate enhances astrocyte glutamate uptake through EAAT1 expression regulation.,"beta-Hydroxybutyrate (BHB) has been reported to exert neuroprotective functions and is considered a promising treatment for neurodegenerative diseases such as Parkinson's and Alzheimer's. Numerous studies have revealed BHB's multifaceted roles, including anti-senescence, anti-oxidative, and anti-inflammatory activities. However, the underlying mechanisms warrant further investigation. Astrocytes, the most abundant glial cells in the central nervous system, play a pivotal role in the development and progression of neurodegenerative diseases. While BHB is known to alter neuronal metabolism and function, its effects on astrocytes remain poorly understood. In this study, we conducted transcriptome sequencing analysis to identify differentially expressed genes induced by BHB in astrocytes and found that the gene Solute carrier family 1 member 3 (Slc1a3), encoding the glutamate transporter EAAT1, was significantly upregulated by BHB treatment. Cellular and animal-based experiments confirmed an increase in EAAT1 protein expression in primary astrocytes and the hippocampus of mice treated with BHB. This upregulation may be due to the activation of the Ca(2+)/CAMKII pathway by BHB. Furthermore, BHB improved astrocytes' glutamate uptake and partially restored neuronal viability impaired by glutamate-induced excitotoxicity when astrocytes were functionalized. Our results suggest that BHB may alleviate neuronal damage caused by excessive glutamate by enhancing the glutamate absorption and uptake capacity of astrocytes. This study proposes a novel mechanism for the neuroprotective effects of BHB and reinforces its beneficial impact on the central nervous system (CNS)."
ENSG00000100075,SLC25A1,0.34860924,weak,1,6708749,1984,,"Pathways of acetyl CoA production for lipogenesis from acetoacetate, beta-hydroxybutyrate, pyruvate and glucose in neonatal rat lung.","The rate of fatty acid synthesis from acetoacetate (AcAc) is 2-3 times greater than from glucose in developing rat lung. To determine the reason for this difference, we investigated the pathways of lipogenesis from [3-14C] AcAc, [3-14C] beta-hydroxybutyrate (beta OHB), [U-14C] glucose or [2-14C] pyruvate in minced lung tissue of 3- to 4-day-old rats. The addition of (-)hydroxycitrate, an inhibitor of ATP-citrate lyase, inhibited fatty acid synthesis from glucose, pyruvate, and beta OHB by 88%, 70% and 60%, respectively, but had no effect on that from AcAc. Benzene 1,2,3-tricarboxylate, an inhibitor of tricarboxylate translocase, inhibited fatty acid synthesis from all substrates by at least 50%. Incubation with aminooxyacetate, an inhibitor of aspartate aminotransferase, had no effect on lipid synthesis from glucose, pyruvate or AcAc, but increased lipid synthesis from beta OHB. Results indicate that for lipid synthesis in the neonatal lung, acetyl CoA from AcAc is derived predominantly from a cytoplasmic pathway involving AcAcCoA synthetase and AcAcCoA thiolase, whereas citrate is the major route of acetyl group transfer from glucose. Lipogenesis from beta OHB involves both the cytoplasmic and citrate pathways."
ENSG00000005022,SLC25A5,0.48664197,weak,1,38012969,2024,Liver,Lysine beta-hydroxybutyrylation promotes lipid accumulation in alcoholic liver disease.,"Continuous (chronic or sub-chronic) alcohol consumption induces a metabolic byproduct known as ketone bodies, and the accumulation of ketones leads to a life-threatening syndrome called alcoholic ketoacidosis. However, the mechanism underlining the physiological effects of ketone accumulation in alcoholic liver disease (ALD) is still in its infancy. Here, we discovered that mitochondrial acetyl-CoA accumulation was diverted into the ketogenesis pathway in ethanol-fed mice and ethanol-exposed hepatocytes. Unexpectedly, global protein lysine beta-hydroxybutyrylation (Kbhb) was induced in response to increased ketogenesis-derived beta-hydroxybutyrate (BHB) levels both in hepatocytes and in livers of mice. Focusing on the solute carrier family (SLCs), we found that SLC25A5 presented obvious Kbhb at lysine residues 147 and 166. Kbhb modifications at these two lysine residues stabilized SLC25A5 expression by blocking ubiquitin-proteasome pathway. Subsequent mutation analysis revealed that Kbhb of SLC25A5 at K147 and K166 had site-specific regulatory roles by increasing peroxisome proliferator activated receptor gamma (PPARgamma) expression, which further promoting lipogenesis. Additionally, 3-hydroxy-3-methylglutaryl-coenzyme A synthase 2 (HMGCS2), a rate-limiting enzyme for BHB production, was profoundly induced by ethanol exposure, and knockout of Hmgcs2 with CRISPR/Cas9 attenuated SLC25A5 Kbhb. Together, our study demonstrated a widespread Kbhb landscape under ethanol exposure and clarified a physiological effect of Kbhb modification on liver lipid accumulation."
ENSG00000117394,SLC2A1,0.37361744,weak,2,26656066;27935189,2016,Adipose tissue; Blood; Brain/CNS; Heart; Placenta/Decidua,Effects of beta-hydroxybutyrate on brain vascular permeability in rats with traumatic brain injury.;Epigenetic regulation of the glucose transporter gene Slc2a1 by beta-hydroxybutyrate underlies preferential glucose supply to the brain of fasted mice.,"This study investigates the effect of beta-hydroxybutyrate (BHB) on blood-brain barrier (BBB) integrity during traumatic brain injury (TBI) in rats. Evans blue (EB) and horseradish peroxidase (HRP) were used as determinants of BBB permeability. Glutathione (GSH) and malondialdehyde (MDA) levels were estimated in the right (injury side) cerebral cortex of animals. The gene expression levels for occludin, glucose transporter (Glut)-1, aquaporin4 (AQP4) and nuclear factor-kappaB (NF-kappaB) were performed, and Glut-1 and NF-kappaB activities were analyzed. BHB treatment decreased GSH and MDA levels in intact animals and in those exposed to TBI (P<0.05). Glut-1 protein levels decreased in sham, BHB and TBI plus BHB groups (P<0.05). NF-kappaB protein levels increased in animals treated with BHB and/or exposed to TBI (P<0.05). The expression levels of occludin and AQP4 did not significantly change among experimental groups. Glut-1 expression levels increased in BHB treated and untreated animals exposed to TBI (P<0.05). While NF-kappaB expression levels increased in animals in TBI (P<0.01), a decrease was noticed in these animals upon BHB treatment (P<0.01). In animals exposed to TBI, EB extravasation was observed in the ipsilateral cortex regardless of BHB treatment. Ultrastructurally, BHB attenuated but did not prevent the presence of HRP in brain capillary endothelial cells of animals with TBI, moreover, the drug also led to the observation of the tracer when used in intact rats (P<0.01). Altogether, these results showed that BHB not only failed to provide overall protective effects on BBB in TBI but also led to BBB disruption in healthy animals.;We carried out liquid chromatography-tandem mass spectrometry analysis of metabolites in mice. Those metabolome data showed that hepatic glucose content is reduced, but that brain glucose content is unaffected, during fasting, consistent with the priority given to brain glucose consumption during fasting. The molecular mechanisms for this preferential glucose supply to the brain are not fully understood. We also showed that the fasting-induced production of the ketone body beta-hydroxybutyrate (beta-OHB) enhances expression of the glucose transporter gene Slc2a1 (Glut1) via histone modification. Upon beta-OHB treatment, Slc2a1 expression was up-regulated, with a concomitant increase in H3K9 acetylation at the critical cis-regulatory region of the Slc2a1 gene in brain microvascular endothelial cells and NB2a neuronal cells, shown by quantitative PCR analysis and chromatin immunoprecipitation assay. CRISPR/Cas9-mediated disruption of the Hdac2 gene increased Slc2a1 expression, suggesting that it is one of the responsible histone deacetylases (HDACs). These results confirm that beta-OHB is a HDAC inhibitor and show that beta-OHB plays an important role in fasting-induced epigenetic activation of a glucose transporter gene in the brain."
ENSG00000181856,SLC2A4,0.89067036,likely,3,9293956;38341923;38708524,1997,Heart; Skeletal muscle,Substrate signaling by insulin: a ketone bodies ratio mimics insulin action in heart.;Ketogenic diet ameliorates high-fat diet-induced insulin resistance in mouse skeletal muscle by alleviating endoplasmic reticulum stress.;Acetoacetate and d- and l-beta-hydroxybutyrate have distinct effects on basal and insulin-stimulated glucose uptake in L6 skeletal muscle cells.,"The administration of saturating doses of insulin to the glucose perfused, working rat heart acutely increased activity of the glucose transporter 4, GLUT 4, in the plasma membrane (equilibrating extracellular glucose and intracellular [glucose]), activated glycogen synthase (stimulating the rate of glycogen synthesis), and increased mitochondrial acetyl CoA production by the pyruvate dehydrogenase multienzyme complex. Unexpectedly, insulin increased cardiac hydraulic work but decreased net glycolytic flux and O2 consumption, improving net cardiac efficiency by 28%. These improvements in physiologic performance and metabolic efficiency resulted from reduction of the mitochondrial free [NAD+]/[NADH] and oxidation of mitochondrial [coenzyme Q]/[coenzyme QH2], increasing the energy of the proton gradient between cytosolic and mitochondrial phases and leading to a doubling of the cytosolic free [sigmaATP]/[sigmaADP][sigmaPi]. The acute metabolic effects of insulin were qualitatively duplicated by addition of a ratio of 4 mM D-beta-hydroxybutyrate and 1 mM acetoacetate, and the increase in the efficiency was the same as with addition of insulin. Addition of both insulin and ketones to the glucose perfusate increased the efficiency of cardiac hydraulic work by 35%. The ability of a physiologic ratio of ketone bodies to correct most of the metabolic defects of acute insulin deficiency suggests therapeutic roles for these natural substrates during periods of impaired cardiac performance and in insulin-resistant states.;OBJECTIVE: Ketogenic diets (KD) have been shown to alleviate insulin resistance (IR) by exerting anti-lipogenic and insulin sensitizing effects in the liver through a variety of pathways. The present study sought to investigate whether a ketogenic diet also improves insulin sensitization in skeletal muscle cells through alleviating endoplasmic reticulum stress. METHODS: High-fat diet-induced IR mice were allowed to a 2-week ketogenic diet. Insulin resistance and glucose tolerance were evaluated through GTT, ITT, and HOMA-IR. The C2C12 myoblasts exposed to palmitic acid were used to evaluate the insulin sensitization effects of beta-hydroxybutyric acid (beta-OHB). Molecular mechanisms concerning ER stress signaling activation and glucose uptake were assessed. RESULTS: The AKT/GSK3beta pathway was inhibited, ER stress signaling associated with IRE1, PERK, and BIP was activated, and the number of Glut4 proteins translocated to membrane decreased in the muscle of HFD mice. However, all these changes were reversed after 2 weeks of feeding on a ketogenic diet. Consistently in C2C12 myoblasts, the AKT/GSK3beta pathway was inhibited by palmitic acid (PA) treatment. The endoplasmic reticulum stress-related proteins, IRE1, and BIP were increased, and the number of Glut4 proteins on the cell membrane decreased. However, beta-OHB treatment alleviated ER stress and improved the glucose uptake of C2C12 cells. CONCLUSION: Our data reveal that KD ameliorated HFD-induced insulin resistance in skeletal muscle, which was partially mediated by inhibiting endoplasmic reticulum stress. The insulin sensitization effect of beta-OHB is associated with up regulation of AKT/GSK3beta pathway and the increase in the number of Glut4 proteins on the cell membrane.;Ketone bodies (acetoacetate and beta-hydroxybutyrate) are oxidized in skeletal muscle mainly during fasting as an alternative source of energy to glucose. Previous studies suggest that there is a negative relationship between increased muscle ketolysis and muscle glucose metabolism in mice with obesity and/or type 2 diabetes. Therefore, we investigated the connection between increased ketone body exposure and muscle glucose metabolism by measuring the effect of a 3-h exposure to ketone bodies on glucose uptake in differentiated L6 myotubes. We showed that exposure to acetoacetate at a typical concentration (0.2 mM) resulted in increased basal glucose uptake in L6 myotubes, which was dependent on increased membrane glucose transporter type 4 (GLUT4) translocation. Basal and insulin-stimulated glucose uptake was also increased with a concentration of acetoacetate reflective of diabetic ketoacidosis or a ketogenic diet (1 mM). We found that beta-hydroxybutyrate had a variable effect on basal glucose uptake: a racemic mixture of the two beta-hydroxybutyrate enantiomers (d and l) appeared to decrease basal glucose uptake, while 3 mM d-beta-hydroxybutyrate alone increased basal glucose uptake. However, the effects of the ketone bodies individually were not observed when acetoacetate was present in combination with beta-hydroxybutyrate. These results provide insight that will help elucidate the effect of ketone bodies in the context of specific metabolic diseases and nutritional states (e.g., type 2 diabetes and ketogenic diets).NEW & NOTEWORTHY A limited number of studies investigate the effect of ketone bodies at concentrations reflective of both typical fasting and ketoacidosis. We tested a mix of physiologically relevant concentrations of ketone bodies, which allowed us to highlight the differential effects of d- and l-beta-hydroxybutyrate and acetoacetate on skeletal muscle cell glucose uptake. Our findings will assist in better understanding the mechanisms that contribute to muscle insulin resistance and provide guidance on recommendations regarding ketogenic diets."
ENSG00000256870,SLC5A8,0.43305868,weak,1,33739811,2021,Brain/CNS; Kidney,Rational Application of beta-Hydroxybutyrate Attenuates Ischemic Stroke by Suppressing Oxidative Stress and Mitochondrial-Dependent Apoptosis via Activation of the Erk/CREB/eNOS Pathway.,"Stroke is one of the leading causes of disability and death. Increasing evidence indicates that beta-hydroxybutyrate (BHB) exerts beneficial effects in treating stroke, but the underlying mechanism remains largely unknown. In this study, we injected different doses of BHB into the lateral ventricle in middle cerebral artery occlusion (MCAO) model rats and neuronal cells were treated with different doses of BHB followed by oxygen-glucose deprivation (OGD). We found that a moderate dose of BHB enhanced mitochondrial complex I respiratory chain complex I activity, reduced oxidative stress, inhibited mitochondrial apoptosis, improved neurological scores, and reduced infarct volume after ischemia. We further showed that the effects of BHB were achieved by upregulating the dedicated BHB transporter SMCT1 and activating the Erk/CREB/eNOS pathway. These results provide us with a foundation for a novel understanding of the neuroprotective effects of BHB in stroke."
ENSG00000157103,SLC6A1,0.34838694,weak,1,36947544,2023,Brain/CNS,Ketone bodies promote stroke recovery via GAT-1-dependent cortical network remodeling.,"Stroke is a leading cause of adult disability worldwide, and better drugs are needed to promote functional recovery after stroke. Growing evidence suggests the critical role of network excitability during the repair phase for stroke recovery. Here, we show that beta-hydroxybutyrate (beta-HB), an essential ketone body (KB) component, is positively correlated with improved outcomes in patients with stroke and promotes functional recovery in rodents with stroke during the repair phase. These beneficial effects of beta-HB depend on HDAC2/HDAC3-GABA transporter 1 (GAT-1) signaling-mediated enhancement of excitability and phasic GABA inhibition in the peri-infarct cortex and structural and functional plasticity in the ipsilateral cortex, the contralateral cortex, and the corticospinal tract. Together with available clinical approaches to elevate KB levels, our results offer a clinically translatable means to promote stroke recovery. Furthermore, GAT-1 can serve as a pharmacological target for developing drugs to promote functional recovery after stroke."
ENSG00000196517,SLC6A9,0.34587148,weak,1,39218029,2024,Liver,"Differences in the Effect of Beta-Hydroxybutyrate on the Mitochondrial Biogenesis, Oxidative Stress and Inflammation Markers in Tissues from Young and Old Rats.","One of the therapeutic approaches to age-related diseases is modulation of body cell metabolism through certain diets or their pharmacological mimetics. The ketogenic diet significantly affects cell energy metabolism and functioning of mitochondria, which has been actively studied in various age-related pathologies. Here, we investigated the effect of the ketogenic diet mimetic beta-hydroxybutyrate (BHB) on the expression of genes regulating mitochondrial biogenesis (Ppargc1a, Nrf1, Tfam), quality control (Sqstm1), functioning of the antioxidant system (Nfe2l2, Gpx1, Gpx3, Srxn1, Txnrd2, Slc6a9, Slc7a11), and inflammatory response (Il1b, Tnf, Ptgs2, Gfap) in the brain, lungs, heart, liver, kidneys, and muscles of young and old rats. We also analyzed mitochondrial DNA (mtDNA) copy number, accumulation of mtDNA damage, and levels of oxidative stress based on the concentration of reduced glutathione and thiobarbituric acid-reactive substances (TBARS). In some organs, aging disrupted mitochondrial biogenesis and functioning of cell antioxidant system, which was accompanied by the increased oxidative stress and inflammation. Administration of BHB for 2 weeks had different effects on the organs of young and old rats. In particular, BHB upregulated expression of genes coding for proteins associated with the mitochondrial biogenesis and antioxidant system, especially in the liver and muscles of young (but not old) rats. At the same time, BHB contributed to the reduction of TBARS in the kidneys of old rats. Therefore, our study has shown that administration of ketone bodies significantly affected gene expression in organs, especially in young rats, by promoting mitochondrial biogenesis, improving the functioning of the antioxidant defense system, and partially reducing the level of oxidative stress. However, these changes were much less pronounced in old animals."
ENSG00000151012,SLC7A11,0.25279367,weak,1,39218029,2024,Liver,"Differences in the Effect of Beta-Hydroxybutyrate on the Mitochondrial Biogenesis, Oxidative Stress and Inflammation Markers in Tissues from Young and Old Rats.","One of the therapeutic approaches to age-related diseases is modulation of body cell metabolism through certain diets or their pharmacological mimetics. The ketogenic diet significantly affects cell energy metabolism and functioning of mitochondria, which has been actively studied in various age-related pathologies. Here, we investigated the effect of the ketogenic diet mimetic beta-hydroxybutyrate (BHB) on the expression of genes regulating mitochondrial biogenesis (Ppargc1a, Nrf1, Tfam), quality control (Sqstm1), functioning of the antioxidant system (Nfe2l2, Gpx1, Gpx3, Srxn1, Txnrd2, Slc6a9, Slc7a11), and inflammatory response (Il1b, Tnf, Ptgs2, Gfap) in the brain, lungs, heart, liver, kidneys, and muscles of young and old rats. We also analyzed mitochondrial DNA (mtDNA) copy number, accumulation of mtDNA damage, and levels of oxidative stress based on the concentration of reduced glutathione and thiobarbituric acid-reactive substances (TBARS). In some organs, aging disrupted mitochondrial biogenesis and functioning of cell antioxidant system, which was accompanied by the increased oxidative stress and inflammation. Administration of BHB for 2 weeks had different effects on the organs of young and old rats. In particular, BHB upregulated expression of genes coding for proteins associated with the mitochondrial biogenesis and antioxidant system, especially in the liver and muscles of young (but not old) rats. At the same time, BHB contributed to the reduction of TBARS in the kidneys of old rats. Therefore, our study has shown that administration of ketone bodies significantly affected gene expression in organs, especially in young rats, by promoting mitochondrial biogenesis, improving the functioning of the antioxidant defense system, and partially reducing the level of oxidative stress. However, these changes were much less pronounced in old animals."
ENSG00000175387,SMAD2,0.43160796,weak,2,14633126;35550189,2003,,Beta-hydroxybutyrate-induced growth inhibition and collagen production in HK-2 cells are dependent on TGF-beta and Smad3.;Beta-hydroxybutyrate dampens adipose progenitors' profibrotic activation through canonical Tgfbeta signaling and non-canonical ZFP36-dependent mechanisms.,"BACKGROUND: Ketonuria is common in diabetes. The major form of ketone body is beta-hydroxybutyrate (beta-HB), which is metabolized by the proximal tubule. Transforming growth factor beta (TGF-beta) and tubulopathy are important in diabetic nephropathy. Thus, the role of TGF-beta and the downstream Smad3 in beta-HB-induced effects in the human proximal tubule (HK-2 cell) was studied. METHODS: Effects of beta-HB (0.1 to 10 mmol/L) on HK-2 cells were determined for: proliferation, cell cycle distribution, collagen production, tubular transdifferentiation [expression of alpha-smooth muscle actin (alpha-SMA) protein], TGF-beta, Smad2/3, p21WAF1, and p27kip1. RESULTS: Beta-HB (0.1 to 10 mmol/L) dose dependently decreased proliferation, arrested the cells in G0/G1 phase of the cell cycle, and increased p21WAF1/p27kip1 protein expression at 48 hours (without affecting p21WAF1/p27kip1 mRNA and transcription). beta-HB (1 mmol/L) increased p21WAF1/p27kip1 protein half-lives. Beta-HB (1 mmol/L) increased TGF-beta transcription at 24 hours and TGF-beta1 mRNA/bioactivity at 48 hours. Beta-HB (1 mmol/L) increased nuclear Smad2/3 protein expression and increased collagen production (without affecting tubular transdifferentiation), which were reversed by Smad7, dominant-negative Smad3, and N-acetylcysteine. Dominant-negative Smad3 reversed beta-HB-induced TGF-beta transcription at 24 hours, and reversed TGF-beta1 bioactivity at 48 hours. Dominant-negative Smad3 reversed beta-HB-induced p21WAF1/p27kip1 protein expression at 48 hours. Finally, N-acetylcysteine, TGF-beta antibody, Smad7, and dominant-negative Smad3 reversed beta-HB (1 mmol/L)-induced growth inhibition at 48 hours. CONCLUSION: Beta-HB activated Smad 2/3 by oxidative stress. TGF-beta and Smad3 mediate beta-HB-induced cell cycle-dependent growth inhibition while Smad3 mediate beta-HB-induced collagen production and p21WAF1/p27kip1 protein expression in HK-2 cells. Moreover, beta-HB increased p21WAF1/p27kip1 protein expression by increasing p21WAF1/p27kip1 protein stability.;BACKGROUND/PURPOSE: Adipose tissue contains progenitor cells that contribute to beneficial tissue expansion when needed by de novo adipocyte formation (classical white or beige fat cells with thermogenic potential). However, in chronic obesity, they can exhibit an activated pro-fibrotic, extracellular matrix (ECM)-depositing phenotype that highly aggravates obesity-related adipose tissue dysfunction. METHODS: Given that progenitors' fibrotic activation and fat cell browning appear to be antagonistic cell fates, we have examined the anti-fibrotic potential of pro-browning agents in an obesogenic condition. RESULTS: In obese mice fed a high fat diet, thermoneutral housing, which induces brown fat cell dormancy, increases the expression of ECM gene programs compared to conventionally raised animals, indicating aggravation of obesity-related tissue fibrosis at thermoneutrality. In a model of primary cultured murine adipose progenitors, we found that exposure to beta-hydroxybutyrate selectively reduced Tgfbeta-dependent profibrotic responses of ECM genes like Ctgf, Loxl2 and Fn1. This effect is observed in both subcutaneous and visceral-derived adipose progenitors, as well as in 3T3-L1 fibroblasts. In 30 patients with obesity eligible for bariatric surgery, those with higher circulating beta-hydroxybutyrate levels have lower subcutaneous adipose tissue fibrotic scores. Mechanistically, beta-hydroxybutyrate limits Tgfbeta-dependent collagen accumulation and reduces Smad2-3 protein expression and phosphorylation in visceral progenitors. Moreover, beta-hydroxybutyrate induces the expression of the ZFP36 gene, encoding a post-transcriptional regulator that promotes the degradation of mRNA by binding to AU-rich sites within 3'UTRs. Importantly, complete ZFP36 deficiency in a mouse embryonic fibroblast line from null mice, or siRNA knock-down in primary progenitors, indicate that ZFP36 is required for beta-hydroxybutyrate anti-fibrotic effects. CONCLUSION: These data unravel the potential of beta-hydroxybutyrate to limit adipose tissue matrix deposition, a finding that might exploited in an obesogenic context."
